RegionCode,Player,Team,Nationality,KbmOrController,Age,Twitter
BR,WCK Erni,Free Agent,,,,
BR,WCK Francholigan,Free Agent,,,,
BR,WCK Matousky,Free Agent,,,,
BR,WCK Onesuch,Free Agent,,,,
BR,WCK Skiper,Free Agent,,,,
BR,WEBAMANTE Delas,Free Agent,,,,
BR,Whit3ZAO -,Free Agent,,,,
BR,wisheydp,Free Agent,Brazil,KB&M,15,
BR,wKey Ajcarlos,Free Agent,,,,
BR,wkey arkinøs,Free Agent,,,,
BR,wkey eddent,Free Agent,,,,
BR,wkey Fabrøsbøy,Free Agent,,,,
BR,wkey reedy,Free Agent,,,,
BR,wkey SkillƧ,Free Agent,,,,
BR,WL DkazL,Free Agent,,,,
BR,WL Mora .20ms,Free Agent,,,,
BR,WL VichiN,Free Agent,,,,
BR,WL Zerø,Free Agent,,,,
BR,wondeerzin,Free Agent,,,,
BR,WPG Alveezera,Free Agent,,,,
BR,WPG Kzn,Free Agent,,,,
BR,WPG_CLTT,Free Agent,,,,
BR,WuTaaang,Free Agent,,,,
BR,wype iwnl-,Free Agent,,,,
BR,ᴠᴛx ᴀᴄᴇᴇʟツ,Free Agent,,,,
BR,XavierCON3,Free Agent,,,,
BR,xFrameツ,Free Agent,,,,
BR,xJosmann,Free Agent,,,,
BR,xKovak,Free Agent,,,,
BR,xown iwnl-,Free Agent,Argentina,KB&M,16,
BR,Xuto-,Free Agent,,,,
BR,xXLaManuelaXx,Free Agent,,,,
BR,xZyTle,Free Agent,,,,
BR,yBolinhoDoce,Free Agent,,,,
BR,yFrostyn,Free Agent,,,,
BR,Youtube.ProoFaaY,Free Agent,,,,
BR,Youtube.Zikaue,Free Agent,,,,
BR,zahuno,Free Agent,,,,
BR,Zappa iwnl-,Free Agent,,,,
BR,ZéCarlin xd,Free Agent,,,,
BR,zephhi 74hz,Free Agent,,,,
BR,ZeusK1ng ツ,Free Agent,,,,
BR,ZOW Felipys II,Free Agent,,,,
BR,Zugorow,Free Agent,,,,
BR,zuusвoy,Free Agent,,,,
BR,ZZZZZZZZZZZZZZj,Free Agent,,,,
BR,Βecho,Free Agent,,,,
BR,νκs_cᴀʀʟıɴツ,Free Agent,,,,
BR,νκs_ʜєʀɪᴍツ,Free Agent,,,,
BR,ρiρi,Free Agent,,,,
BR,ѕĸιllвoy,Free Agent,,,,
BR,ИewwWdlç ت,Free Agent,,,,
BR,ИothingNoname,Free Agent,,,,
BR,иyth - Grooty,Free Agent,,,,
BR,иyth Beatsburn,Free Agent,,,,
BR,иyth dracul1nx,Free Agent,,,,
BR,иyth Eleon,Free Agent,,,,
BR,иyth Seeecko TTV,Free Agent,,,,
BR,иyth SimplyKyli,Free Agent,,,,
BR,иyth Soulinho,Free Agent,,,,
BR,мαтнBØY,Free Agent,,,,
BR,тhzin,Free Agent,,,,
BR,ㅤgsxㅤ,Free Agent,,,,
BR,ㅤSharp,Free Agent,,,,
BR,ㅤㅤwunkiz,Free Agent,,,,
EU,0161 scolly,Free Agent,,,,
EU,111813 Setty,Free Agent,,,,
EU,13UP Hayko,Free Agent,,,,
EU,13UP miyoki,Free Agent,,,,
EU,13UP NokSsito,Free Agent,,,,
EU,13UP NyX,Free Agent,,,,
EU,140iq Mads,Free Agent,,,,
EU,15th week 9,Free Agent,,,,
EU,20 ping btw,Free Agent,,,,
EU,20Frames_,Free Agent,,,,
EU,560 Azqvro,Free Agent,,,,
EU,6ixJay,Free Agent,,,,
EU,a1ms0nz-,Free Agent,,,,
EU,accy.,Free Agent,,,,
EU,Actió,Free Agent,,,,
EU,actually bayon,Free Agent,,,,
EU,Adictus Previous,Free Agent,,,,
EU,AdnFN,Free Agent,,,,
EU,ADRtop40worldcup,Free Agent,,,,
EU,advise_FN,Free Agent,,,,
EU,AeQ AimBot,Free Agent,,,,
EU,AeQ L3and3Boy,Free Agent,,,,
EU,AeQ Pablo,Free Agent,,,,
EU,AES Kazunaaa,Free Agent,,,,
EU,AES Skribydoggy,Free Agent,,,,
EU,AEVA Sluupyy,Free Agent,,,,
EU,AGO DaaV,Free Agent,,,,
EU,AGO JarkoS,Free Agent,,,,
EU,AGO.zeek,Free Agent,,,,
EU,aim Kubx,Free Agent,,,,
EU,AirkNn,Free Agent,,,,
EU,Aʟᴘʜᴀɴ,Free Agent,,,,
EU,Alliance Ticke,Free Agent,,,,
EU,Alliance.Powder,Free Agent,,,,
EU,Amorphic Kenskey,Free Agent,,,,
EU,Amorphic Shani,Free Agent,,,,
EU,Andeeza,Free Agent,,,,
EU,Andre ._.,Free Agent,,,,
EU,AnkrozZ YT,Free Agent,,,,
EU,AnonimousFrance.,Free Agent,,,,
EU,Antorak,Free Agent,,,,
EU,AntаR,Free Agent,,,,
EU,aphеx,Free Agent,,,,
EU,Arbzy despacito,Free Agent,,,,
EU,Arctic Chrono,Free Agent,,,,
EU,Aresfishy,Free Agent,,,,
EU,Arsen2k,Free Agent,,,,
EU,artor.,Free Agent,,,,
EU,ArŦ,Free Agent,,,,
EU,Arx1,Free Agent,,,,
EU,ATL khuna,Free Agent,,,,
EU,Atlantis Astro,Free Agent,,,,
EU,Atlantis Devіl,Free Agent,,,,
EU,Atlantis dizkoㅤ,Free Agent,,,,
EU,Atlantis Flikk,Free Agent,,,,
EU,Atlantis Ice,Free Agent,,,,
EU,Atlantis K1nzell,Team Atlantis,Slovenia,KB&M,16,
EU,Atlantis kejseR,Free Agent,,,,
EU,Atlantis Lеtshe,Free Agent,,,,
EU,Atlantis Magin,Free Agent,,,,
EU,Atlantis Mitr0,Free Agent,,,,
EU,Atlantis Tuckz,Team Atlantis,United Kingdom,KB&M,20,
EU,AtomCF,Free Agent,,,,
EU,Azeonai,Free Agent,,,,
EU,AZZEK_YOUTUBE,Free Agent,,,,
EU,backito_,Free Agent,,,,
EU,bagfiz.ㅤ,Free Agent,,,,
EU,Balaskoni,Free Agent,,,,
EU,Barnabaas.,Free Agent,,,,
EU,beGenius Jules,Free Agent,,,,
EU,Benj is FA,Free Agent,,,,
EU,BFC Karnage,Free Agent,,,,
EU,BFC Voxe,Free Agent,,,,
EU,Big Peen MinZho,Free Agent,,,,
EU,Bijour チャロ,Free Agent,,,,
EU,Bjergz,Free Agent,,,,
EU,BlasterFN,Free Agent,,,,
EU,BNq.Effect,Free Agent,,,,
EU,Bodike.,Free Agent,,,,
EU,Boettchr,Free Agent,,,,
EU,Boteban.,Free Agent,,,,
EU,Bouth 0 Ping,Free Agent,,,,
EU,bowdy.,Free Agent,,,,
EU,BOY Keeze,Free Agent,,,,
EU,Branco440,Free Agent,,,,
EU,Bródíé,Free Agent,,,,
EU,brodmelle YT,Free Agent,,,,
EU,BrookzzFN,Free Agent,,,,
EU,BTL 4zr,Bastille Legacy,Switzerland,KB&M,14,
EU,BTL Orange,Free Agent,,,,
EU,BTL Xoxo,Free Agent,,,,
EU,Bubblen.,Free Agent,,,,
EU,bySupraa,Free Agent,,,,
EU,C4 Decyptos,Free Agent,,,,
EU,C4 Fetow,Free Agent,,,,
EU,C4 Tonyy,Free Agent,,,,
EU,Camfoob,Free Agent,,,,
EU,Cāpseu 220dmg,Free Agent,,,,
EU,CaptainWind,Free Agent,,,,
EU,Caspersa,Free Agent,,,,
EU,CDP.,Free Agent,,,,
EU,CELIKON,Free Agent,,,,
EU,celzyy,Free Agent,,,,
EU,Cerecof,Free Agent,,,,
EU,ChaanFN,Free Agent,,,,
EU,Chrios.,Free Agent,,,,
EU,Chrxss.,Free Agent,,,,
EU,Clutch GhosteY,Free Agent,,,,
EU,CODE MicheMoche,Free Agent,,,,
EU,CODE NovaaFTN,Free Agent,,,,
EU,code quadra,Free Agent,,,,
EU,Code Quinton,Free Agent,,,,
EU,Code Stig,Free Agent,,,,
EU,CONQUER gasoneeh,Free Agent,,,,
EU,COOLER aquaㅤㅤ,Free Agent,,,,
EU,COOLER Gebber,Free Agent,,,,
EU,COOLER loto,Free Agent,,,,
EU,COOLER Nyhrox,Cooler Esport,Norway,KB&M,16,
EU,COOLER Tokarin,Free Agent,,,,
EU,CR4ZY Doma,Free Agent,,,,
EU,CREAM Belvid,Free Agent,,,,
EU,Crevettee.,Free Agent,,,,
EU,Crio.,Free Agent,,,,
EU,Criqa,Free Agent,,,,
EU,Crisqy,Free Agent,,,,
EU,CrowlleyTV,Free Agent,,,,
EU,CStann,Free Agent,,,,
EU,cute kullie,Free Agent,,,,
EU,cеrN,Free Agent,,,,
EU,DanrFN,Free Agent,,,,
EU,Dash Froggy,Free Agent,,,,
EU,dat markxtp,Free Agent,,,,
EU,dat navy,Free Agent,,,,
EU,dat trax,Free Agent,,,,
EU,Dealersz,Free Agent,,,,
EU,DenMagiskePølse,Free Agent,,,,
EU,DerNico.,Free Agent,,,,
EU,Derox.,Free Agent,Germany,KB&M,14,
EU,Deroㅤ,Free Agent,,,,
EU,DestinysJesusTTV,Free Agent,,,,
EU,Detoox.,Free Agent,,,,
EU,Dexter is typing,Free Agent,,,,
EU,DicT Détéka,Free Agent,,,,
EU,Didzzz L2,Free Agent,,,,
EU,DiegoGB uwu,Free Agent,,,,
EU,dMIND.3vil,Free Agent,,,,
EU,dMIND.Crusti,Free Agent,,,,
EU,dMIND.Monki,Free Agent,,,,
EU,dMIND.Rakso,Free Agent,,,,
EU,dMIND.snoozlooz,Free Agent,,,,
EU,dMIND.teeq,Dynamind,Poland,KB&M,16,
EU,dMIND.Wilq0o,Free Agent,,,,
EU,ĐMSIK,Free Agent,,,,
EU,DollarC,Free Agent,,,,
EU,Downs2k use Bolt,Free Agent,,,,
EU,DP Jack,Free Agent,,,,
EU,Dralyfishy,Free Agent,,,,
EU,ÐRG,Free Agent,,,,
EU,drobban qq,Free Agent,,,,
EU,Drеvix-,Free Agent,,,,
EU,DualMedia Guyzou,Free Agent,,,,
EU,DualMedia ShaykN,Free Agent,,,,
EU,dukeyy.,Free Agent,,,,
EU,duzeboy.,Free Agent,,,,
EU,DV1 Hoopek,Free Agent,,,,
EU,DV1 qln,Free Agent,,,,
EU,DV1 Shikuni,Free Agent,,,,
EU,DV1 V1ns,Free Agent,,,,
EU,Dynamic Intеl,Free Agent,,,,
EU,Dynamic Jpmn,Free Agent,,,,
EU,Dynamiiq,Free Agent,,,,
EU,Dynеr,Free Agent,,,,
EU,dzejbol btw,Free Agent,,,,
EU,Dаgur,Free Agent,,,,
EU,e T q,Free Agent,,,,
EU,E11 Bloodx,Free Agent,,,,
EU,E11 Boyer,Free Agent,,,,
EU,E11 Crippa,Free Agent,,,,
EU,E11 FronteZzZz,Free Agent,,,,
EU,E11 itemm,E11 Gaming,United Kingdom,KB&M,16,
EU,E11 Ömer,Free Agent,,,,
EU,E11 Stompy,E11 Gaming,Austria,KB&M,17,
EU,E11 Tschiiinken,E11 Gaming,Austria,KB&M,18,
EU,E11 Voxy,Free Agent,,,,
EU,E11 Zino,Free Agent,,,,
EU,eboy FANCY.screw,Free Agent,,,,
EU,ECV_Cazorla,Free Agent,,,,
EU,Edwìn,Free Agent,,,,
EU,egirl mps.skay,Free Agent,,,,
EU,e-girl nova,Free Agent,,,,
EU,EgoTriceps ツ,Free Agent,,,,
EU,eHortsVertrag ツ,Free Agent,,,,
EU,elokratz,Free Agent,,,,
EU,Elqoe,Free Agent,,,,
EU,eMz Gancheto,Free Agent,,,,
EU,eMz Nufirex,Free Agent,,,,
EU,eMz SkiLL,Free Agent,,,,
EU,Eon FelixGen,Free Agent,,,,
EU,Eon Kris,Free Agent,,,,
EU,Eon RedRush,Executors One,Lithuania,KB&M,15,
EU,Eon wakie,Executors One,Sweden,KB&M,14,
EU,Eon znappy,Executors One,Sweden,KB&M,15,
EU,ePunks Ciceey,Free Agent,,,,
EU,ePunks zus,Free Agent,,,,
EU,Eragonist,Free Agent,,,,
EU,Erouce,Free Agent,Sweden,Controller,18,
EU,Erraㅤ,Free Agent,,,,
EU,Escaracho,Free Agent,,,,
EU,Evade AddzZ,Free Agent,,,,
EU,Evade Magnus,Free Agent,,,,
EU,Evade Nebby,Free Agent,,,,
EU,evergl1de,Free Agent,,,,
EU,EWIP Donkeyy,Free Agent,,,,
EU,Exalty G XIII,Free Agent,,,,
EU,Exalty Moko,Free Agent,,,,
EU,Exite was taken,Free Agent,,,,
EU,EZ Mastirias TTV,Free Agent,,,,
EU,FA Blazen,Free Agent,,,,
EU,FA Hugo_,Free Agent,,,,
EU,fake flennii,Free Agent,,,,
EU,falc._,Free Agent,,,,
EU,FANCY.Wraxx,Free Agent,,,,
EU,ƒanta,Free Agent,,,,
EU,fantech shizo,Free Agent,,,,
EU,FatGardner,Free Agent,,,,
EU,Fato Gonzalez,Free Agent,,,,
EU,FaZe Martoz,Free Agent,,,,
EU,FaZe Vorwenn,FaZe Clan,Spain,KB&M,20,
EU,Feyy.,Free Agent,,,,
EU,Filipthh,Free Agent,,,,
EU,Flamenx.,Free Agent,,,,
EU,Flames gram,Free Agent,,,,
EU,Flames Quitoooo,Free Agent,,,,
EU,Flames Zrool,Free Agent,,,,
EU,Fledermoys,Free Agent,Germany,KB&M,18,
EU,fleox has 0iq,Free Agent,,,,
EU,Flex. iwnl,Free Agent,,,,
EU,Floriixn,Free Agent,,,,
EU,FluffyAlfred,Free Agent,,,,
EU,Flyxㅤ,Free Agent,,,,
EU,Fnatic Motor,Free Agent,,,,
EU,Fnatic Pr0vоkd,Free Agent,,,,
EU,Fnatic smeef,Fnatic,United Kingdom,KB&M,18,
EU,Fnatic Verox,Free Agent,,,,
EU,Fnatic_Jαrl,Free Agent,,,,
EU,forcezkiyFN,Free Agent,,,,
EU,FORTNITEIAWFUL,Free Agent,,,,
EU,forZe h1kkY.,Free Agent,,,,
EU,forZe NITRONATOR,Free Agent,,,,
EU,FRAG TaySon.,Free Agent,,,,
EU,Frederlvk,Free Agent,,,,
EU,Frozen Tobi9124,Free Agent,,,,
EU,FRΕNZII,Free Agent,,,,
EU,frеemok,Free Agent,,,,
EU,FSpirit Basto,Free Agent,,,,
EU,FSpirit Blacky,Free Agent,,,,
EU,Fury Legendary,Free Agent,,,,
EU,G Masta,Free Agent,,,,
EU,G2 Tohaj,Free Agent,,,,
EU,Gaïaaa,Free Agent,,,,
EU,Gambit AstroSMZ,Free Agent,,,,
EU,Gambit Azze,Free Agent,,,,
EU,Gambit Mawakha,Free Agent,,,,
EU,Gambit Pate1k,Free Agent,,,,
EU,Gambit Toose,Free Agent,,,,
EU,Gambit.fwexY,Gambit Esports,Germany,KB&M,16,
EU,Gambit.letw1k3,Gambit Esports,Russia,KB&M,14,
EU,gamingkuno,Free Agent,,,,
EU,Gawho,Free Agent,,,,
EU,Gemz_,Free Agent,,,,
EU,Ghost Issa,Free Agent,,,,
EU,Ghost Kamo,Free Agent,,,,
EU,GL Darkorino,Free Agent,,,,
EU,GL Snadr,Free Agent,,,,
EU,GL_bykn,Free Agent,,,,
EU,Glorly.,Free Agent,,,,
EU,GO Deаdrа,Free Agent,,,,
EU,GO M11Z,Free Agent,,,,
EU,Granit bobo,Free Agent,,,,
EU,grekos.,Free Agent,,,,
EU,Gringoㅤ,Free Agent,,,,
EU,grovestreet Kroq,Free Agent,,,,
EU,GrowlyXXX,Free Agent,,,,
EU,GW EMXXRR,Free Agent,,,,
EU,GW Skewden,Free Agent,,,,
EU,Gаfow,Free Agent,,,,
EU,hälfdumb,Free Agent,,,,
EU,Hanckee,Free Agent,,,,
EU,harveyy.,Free Agent,,,,
EU,Harveγ,Free Agent,,,,
EU,hawkеrs,Free Agent,,,,
EU,Healty NeyFaz,Free Agent,,,,
EU,Healty PгoTox,Free Agent,,,,
EU,Healty Risk,Free Agent,,,,
EU,Healty Tinoks,Free Agent,,,,
EU,ho lee cl4rk,Free Agent,,,,
EU,HobbitWho,Free Agent,,,,
EU,hoppy ツ,Free Agent,,,,
EU,Hort Ditrxx,Free Agent,,,,
EU,HORT Furious,Free Agent,,,,
EU,HORT Moehre,Free Agent,,,,
EU,HORT vPadd3,Free Agent,,,,
EU,Hort_ Pusher,Free Agent,,,,
EU,HORT_LYGHT,Free Agent,,,,
EU,HotdogHenry14,Free Agent,,,,
EU,hREDS BELAEU,Helsinki Reds,Finland,KB&M,23,
EU,HRZ Doraditox,Free Agent,,,,
EU,HRZ Llobeti4,Free Agent,,,,
EU,humanilliance.,Free Agent,,,,
EU,Hеretic,Free Agent,,,,
EU,Ibo Controller,Free Agent,,,,
EU,iBoars Arokiz,Free Agent,,,,
EU,iBoars Hacky,Free Agent,,,,
EU,iBoars Macius,Free Agent,,,,
EU,IboooHai,Free Agent,,,,
EU,IceFirе,Free Agent,,,,
EU,iCMx.,Free Agent,,,,
EU,idhem.,Free Agent,,,,
EU,Im AsTo ツ,Free Agent,,,,
EU,Im Shelter,Free Agent,,,,
EU,IMajestQ,Free Agent,,,,
EU,InPanix Scorpex,Free Agent,,,,
EU,InPanix Кylιe,Free Agent,,,,
EU,IntensiVe eXen.,Free Agent,,,,
EU,is that icarus,Free Agent,,,,
EU,J0hn22.,Free Agent,,,,
EU,J4chu -_-,Free Agent,,,,
EU,JackRyanFox,Free Agent,,,,
EU,jakei btw,Free Agent,,,,
EU,Jalebob Twitch,Free Agent,,,,
EU,Jamy_.,Free Agent,,,,
EU,jannyXD on yt,Free Agent,,,,
EU,Jaqulaza,Free Agent,,,,
EU,jaspaay-iwnl-,Free Agent,,,,
EU,jetpacksGG,Free Agent,,,,
EU,Jjεssε,Free Agent,,,,
EU,JNips.,Free Agent,,,,
EU,JohnFN,Free Agent,,,,
EU,johvn,Free Agent,,,,
EU,JSmoove-,Free Agent,,,,
EU,JulеZ,Free Agent,,,,
EU,Just Nyyz,Free Agent,,,,
EU,Just.Goonr,Free Agent,,,,
EU,justillegal VI,Free Agent,,,,
EU,JustSullyy,Free Agent,,,,
EU,Juzry,Free Agent,,,,
EU,Jzсk,Free Agent,,,,
EU,Jаnnis,Free Agent,,,,
EU,K l i n g,Free Agent,,,,
EU,K0nfetti_Twitch,Free Agent,,,,
EU,KåktusCSC,Free Agent,,,,
EU,Kaltsukole,Free Agent,,,,
EU,Kaxie,Free Agent,,,,
EU,KelFy.,Free Agent,,,,
EU,kind of brasco,Free Agent,,,,
EU,KiritóSán,Free Agent,,,,
EU,Kiryache32,Free Agent,,,,
EU,KIРРI,Free Agent,,,,
EU,Klusiabtw,Free Agent,,,,
EU,Knud,Free Agent,,,,
EU,KR Import Hyeouk,Free Agent,,,,
EU,krеjz,Free Agent,,,,
EU,KX1Zou,Free Agent,,,,
EU,Kxwaii xddd,Free Agent,,,,
EU,Kyklos ZQ,Free Agent,,,,
EU,Kylixfishy,Free Agent,,,,
EU,KоngTV,Free Agent,,,,
EU,laidbackxD,Free Agent,,,,
EU,Lajna.,Free Agent,,,,
EU,Lareez,Free Agent,,,,
EU,Larsㅤ,Free Agent,,,,
EU,LDLC Spk,Free Agent,,,,
EU,Le Stuff 2 XEWER,Free Agent,,,,
EU,Legxndz xddddddd,Free Agent,,,,
EU,LeoJayT,Free Agent,,,,
EU,LeStream Blaxou,LeStream Esport,France,KB&M,17,
EU,LeStream Skite,Free Agent,,,,
EU,LeStream TheVic,Free Agent,,,,
EU,LeStream Vato,LeStream Esport,Switzerland,KB&M,19,
EU,LG beehive,Free Agent,,,,
EU,lil pepe.,Free Agent,,,,
EU,LilK7.,Free Agent,,,,
EU,Lnuef,Free Agent,Netherlands,KB&M,17,
EU,Locke AviiD,Free Agent,,,,
EU,loft iwnl,Free Agent,,,,
EU,lolb0om,Free Agent,Ireland,KB&M,16,
EU,Lootboy Mexe,Lootboy eSport,United Kingdom,KB&M,16,
EU,Lootboy Skram,Lootboy eSport,Denmark,KB&M,19,
EU,LORTEDX AQ,Free Agent,,,,
EU,Loru77,Free Agent,,,,
EU,LOST Ardit.,Free Agent,,,,
EU,LOST D4ve2k,Free Agent,,,,
EU,LOST f3lix.,Free Agent,,,,
EU,LOST Firex,Free Agent,,,,
EU,LOST HycrisZ1,Free Agent,,,,
EU,LOST JoniZo,Free Agent,,,,
EU,LOST JulianCoM-,Free Agent,,,,
EU,LOST Kartun,Free Agent,,,,
EU,LOST Łаrrý,Free Agent,,,,
EU,LOST Mooom0.,Free Agent,,,,
EU,LOST Razee,Free Agent,,,,
EU,LOST scout,Free Agent,,,,
EU,LOST Setox.,Free Agent,,,,
EU,LOST Streqk,Free Agent,,,,
EU,LOST TheVs,Free Agent,,,,
EU,LOST Toorkk,Free Agent,,,,
EU,lost xeason,Free Agent,,,,
EU,LOST yunoR,Free Agent,,,,
EU,LOST Zeston,Free Agent,,,,
EU,LOST_MaxxaM,Free Agent,,,,
EU,LOST-Apoxyl.,Free Agent,,,,
EU,LowOne_,Free Agent,,,,
EU,Lowzy.,Free Agent,,,,
EU,Luffsen x DAD,Free Agent,,,,
EU,Luka1791,Free Agent,,,,
EU,luKi tjk,Free Agent,Poland,KB&M,15,
EU,LеStrеam Nayte,Free Agent,,,,
EU,M10 Carnifexed,Free Agent,,,,
EU,M10 Harmii,Free Agent,,,,
EU,M10 Kalk,Free Agent,,,,
EU,M10 Pepper,Free Agent,,,,
EU,M10 zwetschkE,Free Agent,,,,
EU,macsyuta123,Free Agent,,,,
EU,MAD Tolezito,Free Agent,,,,
EU,Madss,Free Agent,,,,
EU,madzenJ,Free Agent,,,,
EU,Magstroitelfishy,Free Agent,,,,
EU,Malchïk,Free Agent,,,,
EU,Mallen xd,Free Agent,,,,
EU,MarkusC_,Free Agent,,,,
EU,mārteeṉeu,Free Agent,,,,
EU,Masaato,Free Agent,,,,
EU,Matsoe,Free Agent,,,,
EU,Mavjoe,Free Agent,,,,
EU,Maybe Ivan,Free Agent,,,,
EU,McDaBeast.,Free Agent,,,,
EU,MCES Andilex,Free Agent,,,,
EU,MCES Nali,Free Agent,,,,
EU,MCES Orkh,Free Agent,,,,
EU,MCES Spolieur,Free Agent,,,,
EU,MCES SqualzK,Free Agent,,,,
EU,MCES xsweeze,Free Agent,,,,
EU,Melside,Free Agent,,,,
EU,MenaceHA,Free Agent,,,,
EU,Meohoh,Free Agent,,,,
EU,Merijn -_-,Free Agent,,,,
EU,Method Jakei,Free Agent,,,,
EU,Method Mikava,Free Agent,,,,
EU,Method Noizeeh,Free Agent,,,,
EU,MG Arnie,Free Agent,,,,
EU,MikeeyS,Free Agent,,,,
EU,mikejeje,Free Agent,,,,
EU,mikkelreb0rn,Free Agent,,,,
EU,Milianiz Elite,Free Agent,,,,
EU,Milianiz OmyTV,Free Agent,,,,
EU,ml alpha.,Free Agent,,,,
EU,mocarzz,Free Agent,,,,
EU,moneey_,Free Agent,,,,
EU,moti,Free Agent,,,,
EU,myztro Tj,Free Agent,,,,
EU,myztro Whai,Free Agent,,,,
EU,Mіro,Free Agent,,,,
EU,N47 Jordberry,Free Agent,,,,
EU,N47 Sieba,Free Agent,,,,
EU,N47 Socka,Free Agent,,,,
EU,name prince,Free Agent,,,,
EU,Napoleon 4.,Free Agent,,,,
EU,Nate -iwnl-,Free Agent,,,,
EU,Navi Alpha,Free Agent,,,,
EU,Navi Bowman,Free Agent,,,,
EU,Nawqaa,Free Agent,,,,
EU,ndyguden,Free Agent,,,,
EU,Netro Tristan.,Free Agent,,,,
EU,NewG Kyzen,Free Agent,,,,
EU,ńgk.,Free Agent,,,,
EU,NN c1aymore,Free Agent,,,,
EU,NN oldyz,Free Agent,,,,
EU,Nøahreyli,Free Agent,,,,
EU,NoFlex Nakirye,Free Agent,,,,
EU,NoFlex Swaggi,Free Agent,,,,
EU,NOM Ohad,Free Agent,,,,
EU,NOM SoMiN,Free Agent,,,,
EU,Noooun,Free Agent,,,,
EU,nopersongay,Free Agent,,,,
EU,Norkfishy,Free Agent,,,,
EU,Not BadSniper,Free Agent,,,,
EU,Not Delson,Free Agent,,,,
EU,Not Hellfire,Free Agent,,,,
EU,Notarez YT,Free Agent,,,,
EU,Noward.,Free Agent,,,,
EU,NRG benjуfishу,Free Agent,,,,
EU,NRG MrSavageM,NRG Esports,Norway,KB&M,14,
EU,Nudelkongen,Free Agent,,,,
EU,nuggison xd,Free Agent,,,,
EU,Nush-,Free Agent,,,,
EU,NVD Sak0ner,Free Agent,,,,
EU,NxS_SpeezyX9,Free Agent,,,,
EU,Nymach,Free Agent,,,,
EU,Nypxiân,Free Agent,,,,
EU,Nyydo,Free Agent,,,,
EU,Oblivìon,Free Agent,,,,
EU,OeS Dyrvig.,Free Agent,,,,
EU,OeS Freq,Free Agent,,,,
EU,OeS t0nse,Free Agent,,,,
EU,OGMATTIAS,Free Agent,,,,
EU,OGWesleyBb,Free Agent,,,,
EU,OhShadow,Free Agent,,,,
EU,Olly is crackedツ,Free Agent,,,,
EU,op DeepMans,Free Agent,,,,
EU,Oplon SkyllersTV,Free Agent,,,,
EU,oS Rise,Free Agent,,,,
EU,Oslo.,Free Agent,France,KB&M,20,
EU,Osmose Sops,Free Agent,,,,
EU,oStuda_Alkan,Free Agent,,,,
EU,OTW NJR,Free Agent,,,,
EU,Ouranoooos,Free Agent,,,,
EU,OVERTECK94,Free Agent,,,,
EU,OVM KEV,Free Agent,,,,
EU,packо,Free Agent,,,,
EU,Paddy .,Free Agent,,,,
EU,Paffpi,Free Agent,,,,
EU,Papada Byk.,Free Agent,,,,
EU,papi fredγ,Free Agent,,,,
EU,papi snagged,Free Agent,,,,
EU,Papіto,Free Agent,,,,
EU,Patata Chetos,Free Agent,,,,
EU,Peero.,Free Agent,,,,
EU,pennzor,Free Agent,,,,
EU,PENTA Ocin,Free Agent,,,,
EU,Peutz.,Free Agent,,,,
EU,phin xo,Free Agent,,,,
EU,Phool has 0 ping,Free Agent,,,,
EU,Pickiss.,Free Agent,,,,
EU,PitoteReplaceYou,Free Agent,,,,
EU,Planche.,Free Agent,,,,
EU,playboi mps.reno,Free Agent,,,,
EU,plixyy,Free Agent,,,,
EU,PnR.,Free Agent,,,,
EU,PodaSaï,Free Agent,,,,
EU,Powah,Free Agent,,,,
EU,Precious btw,Free Agent,,,,
EU,Prestige.Effect,Free Agent,,,,
EU,ProximaStar,Free Agent,,,,
EU,QLASH JoYe,Free Agent,,,,
EU,QLASH LiSeeZ,Free Agent,,,,
EU,QLASH M-DeRz,Free Agent,,,,
EU,qq limbo,Free Agent,,,,
EU,Queásy,Free Agent,,,,
EU,Quіnten,Free Agent,,,,
EU,Qʏɴɴ,Free Agent,,,,
EU,r8teful,Free Agent,,,,
EU,R9 Alek,Free Agent,,,,
EU,R9 Hen,Free Agent,,,,
EU,R9 RLluka,Free Agent,,,,
EU,R9 Wynzi,Free Agent,,,,
EU,raifla,Free Agent,,,,
EU,raptey uwu,Free Agent,,,,
EU,Raskology,Free Agent,,,,
EU,Rasneyㅤㅤ,Free Agent,,,,
EU,RBK LeftEye,Raised By Kings,Sweden,KB&M,21,
EU,RBK Ritz,Free Agent,,,,
EU,RBK Zyppaan,Free Agent,,,,
EU,RBT Carrit0,Free Agent,,,,
EU,RBT OsKi,Free Agent,,,,
EU,RDS MrSnowM,Free Agent,,,,
EU,ReconFNBR,Free Agent,,,,
EU,Reniiik,Free Agent,,,,
EU,Requiem JORDZZZ,Free Agent,,,,
EU,richart_,Free Agent,,,,
EU,rift magnet yami,Free Agent,,,,
EU,RiiZoxSensei,Free Agent,,,,
EU,RijasR,Free Agent,,,,
EU,Risk.ㅤ,Free Agent,,,,
EU,Rojο,Free Agent,,,,
EU,ROZM4RIN,Free Agent,,,,
EU,RYL Riverboat,Free Agent,,,,
EU,S Kaaz,Free Agent,,,,
EU,S Mirage,Free Agent,,,,
EU,S Nayu,Free Agent,,,,
EU,S2V broken,Free Agent,,,,
EU,S2V Harambe,Free Agent,,,,
EU,S2V JrgeQ,Free Agent,,,,
EU,SAMSUNG Heatzy,Free Agent,,,,
EU,santo is single,Free Agent,,,,
